Local authority code,Local authority name,LSOA code,LSOA name,Year ending Dec 1995,Year ending Mar 1996,Year ending Jun 1996,Year ending Sep 1996,Year ending Dec 1996,Year ending Mar 1997,Year ending Jun 1997,Year ending Sep 1997,Year ending Dec 1997,Year ending Mar 1998,Year ending Jun 1998,Year ending Sep 1998,Year ending Dec 1998,Year ending Mar 1999,Year ending Jun 1999,Year ending Sep 1999,Year ending Dec 1999,Year ending Mar 2000,Year ending Jun 2000,Year ending Sep 2000,Year ending Dec 2000,Year ending Mar 2001,Year ending Jun 2001,Year ending Sep 2001,Year ending Dec 2001,Year ending Mar 2002,Year ending Jun 2002,Year ending Sep 2002,Year ending Dec 2002,Year ending Mar 2003,Year ending Jun 2003,Year ending Sep 2003,Year ending Dec 2003,Year ending Mar 2004,Year ending Jun 2004,Year ending Sep 2004,Year ending Dec 2004,Year ending Mar 2005,Year ending Jun 2005,Year ending Sep 2005,Year ending Dec 2005,Year ending Mar 2006,Year ending Jun 2006,Year ending Sep 2006,Year ending Dec 2006,Year ending Mar 2007,Year ending Jun 2007,Year ending Sep 2007,Year ending Dec 2007,Year ending Mar 2008,Year ending Jun 2008,Year ending Sep 2008,Year ending Dec 2008,Year ending Mar 2009,Year ending Jun 2009,Year ending Sep 2009,Year ending Dec 2009,Year ending Mar 2010,Year ending Jun 2010,Year ending Sep 2010,Year ending Dec 2010,Year ending Mar 2011,Year ending Jun 2011,Year ending Sep 2011,Year ending Dec 2011,Year ending Mar 2012,Year ending Jun 2012,Year ending Sep 2012,Year ending Dec 2012,Year ending Mar 2013,Year ending Jun 2013,Year ending Sep 2013,Year ending Dec 2013,Year ending Mar 2014,Year ending Jun 2014,Year ending Sep 2014,Year ending Dec 2014,Year ending Mar 2015,Year ending Jun 2015,Year ending Sep 2015,Year ending Dec 2015,Year ending Mar 2016,Year ending Jun 2016,Year ending Sep 2016,Year ending Dec 2016,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017,Year ending Mar 2018,Year ending Jun 2018,Year ending Sep 2018,Year ending Dec 2018,Year ending Mar 2019,Year ending Jun 2019,Year ending Sep 2019,Year ending Dec 2019,Year ending Mar 2020,Year ending Jun 2020,Year ending Sep 2020,Year ending Dec 2020,Year ending Mar 2021,Year ending Jun 2021,Year ending Sep 2021,Year ending Dec 2021,Year ending Mar 2022,Year ending Jun 2022,Year ending Sep 2022,Year ending Dec 2022
E08000012,Liverpool,E01006785,Liverpool 003D,"36,533","35,517","35,259","36,684","33,418","31,707","29,147","29,334","30,354","32,500","34,387","35,715","35,574","35,712","34,562","35,569","35,903","35,600","36,869","35,575","34,369","33,804","34,350","34,123","36,678","39,124","41,129","46,165","46,102","46,098","48,454","48,215","50,475","54,998","63,900","77,735","91,830","97,231","103,841","108,543","113,892","112,410","110,879","102,930","103,166","106,283","107,675","115,745","120,199","119,452","119,905","113,467","108,622","100,963","99,007","97,476","96,946","94,268","95,327","110,744","104,667","104,493","97,771","96,308","95,480","93,760","98,075","92,980","89,139","84,536","93,071","92,133","88,334","89,548","82,383","79,650","81,593","79,033","74,067","84,923","89,498","87,095","93,320","92,716","91,210","97,550","93,652","95,458","102,010","104,435","108,150","111,737","106,925","109,167","111,714","110,416","112,666","100,920","96,310","88,875","95,100","101,175","100,881","111,543","110,500","114,146","121,135","125,052","140,157"
E08000012,Liverpool,E01006786,Liverpool 003E,"39,922","38,755","39,776","35,263","35,455","36,000","36,334","37,151","36,211","37,620","38,955","39,073","42,924","43,119","42,346","42,397","38,560","38,424","38,925","40,048","43,562","46,279","48,266","46,760","47,722","45,309","45,321","49,129","54,386","58,400","62,121","63,325","71,310","76,238","90,484","111,302","108,596","116,238","122,240","126,169","144,281","143,523","154,241","160,904","156,348","163,018","158,737","156,944","157,938","156,186","151,928","153,905","144,136","139,869","136,175","127,000","128,437","126,694","118,583","114,300","115,272","111,785","91,786","105,500","103,556","106,192","116,767","105,111","110,222","112,179","108,321","116,295","104,519","104,965","102,439","99,833","104,500","106,875","114,423","118,703","114,608","108,525","108,095","116,545","115,927","119,072","116,780","107,473","114,682","123,996","120,809","128,226","129,070","127,265","130,706","138,121","129,684","132,048","133,673","135,609","137,630","144,556","163,933","152,077","158,863","157,659","147,111","155,176","167,191"
E08000012,Liverpool,E01006787,Liverpool 006A,"31,513","30,505","33,648","32,493","34,707","34,126","32,892","33,817","32,053","30,903","29,813","29,734","31,814","32,400","33,585","31,700","33,445","33,202","34,291","34,294","30,981","30,607","33,425","36,726","41,058","43,398","39,618","43,096","50,388","52,828","57,347","59,536","65,335","76,496","88,639","99,112","95,863","90,839","92,828","93,882","117,283","123,307","128,551","129,649","120,975","127,780","126,636","131,018","136,212","124,497","126,077","121,333","121,714","118,400","106,000","109,111","84,889","81,944","83,929","77,325","97,933","78,300","83,191","97,996","98,597","110,996","114,595","97,000",:,"94,700","97,929","101,929","93,727","73,847","81,907","84,280","89,246","114,688","97,549","96,804","100,543","104,376","103,263","99,325","91,882","98,222","90,875","96,521","88,596","78,340","100,035","98,500","120,708","122,042","122,071","121,611","118,225","116,472","110,611","120,519","115,046","128,135","133,305","130,478","150,400","142,615","145,280","146,558","136,153"
E08000012,Liverpool,E01006788,Liverpool 006B,"31,200","30,664","33,583","34,990","35,172","36,008","32,987","33,152","32,389","32,432","33,881","33,753","32,013","31,648","32,539","32,932","33,123","34,324","35,442","37,546","38,721","39,253","38,917","36,883","35,396","38,074","37,961","39,898","44,078","53,919","61,625","64,737","67,433","66,879","64,902","65,717","77,511","80,608","87,850","96,785","106,091","112,017","116,298","114,184","119,354","118,446","120,779","123,274","116,441","113,178","109,810","107,580","99,574","92,350","79,595","82,436","89,957","92,468","92,523","89,418","80,700","78,367","79,972","83,541","84,535","88,930","87,206","88,289","90,917","85,656","88,615","82,700","84,944","85,677","77,704","87,930","86,318","90,419","103,262","97,690","101,535","95,555","94,211","92,485","89,121","86,776","85,066","85,956","88,907","93,167","94,565","100,262","102,530","102,348","108,136","105,067","109,373","110,879","109,663","116,429","107,929","114,745","115,872","120,604","124,241","125,609","130,593","133,868","136,500"
E08000012,Liverpool,E01006790,Liverpool 006C,"21,860","23,733","23,861","23,655","23,422","24,534","23,434","22,441","22,147","20,929","21,920","23,062","22,877","24,483","23,333","26,073","29,106","27,041","25,530","21,056","20,600","18,688","23,595","26,013","25,989","26,008","24,759","24,582","25,759","24,968","26,433","27,482","26,986","29,687","32,756","42,925","54,657","55,231","59,519","69,527","71,534","74,794","75,968","82,847","83,228","84,645","85,668","91,926","96,277","96,486","99,587","82,510","70,861","72,300","65,472","72,850","65,775","64,736","72,461","71,600","81,453","72,274","62,775","58,979","45,125","45,450","40,500","41,056","42,000","42,417","43,813","45,056","50,950","54,444","55,786","52,625","53,045","51,833","51,708","55,000","53,139","52,795","53,021","47,550","44,746","43,704","42,995","47,278","43,833","42,845","43,413","47,727","52,283","59,433","59,927","63,021","64,477","61,950","66,500",:,"74,599","68,156","70,605","75,124","70,463","78,233","80,025","76,107","75,525"
E08000012,Liverpool,E01006791,Liverpool 006D,"30,276","30,767","31,400","32,663","28,200","25,956","25,036","27,111","27,336","29,307","30,214","27,838","27,047","26,581","25,414","24,765","27,473","28,150","29,896","28,745","28,087","29,025","29,054","29,731","31,310","30,906","29,944","31,426","32,174","35,868","38,187","38,404","45,359","50,493","52,363","64,012","71,902","80,524","84,949","81,560","77,410","75,590","76,951","80,908","85,091","92,524","96,095","100,314","100,783","98,009","102,394","99,563","100,498","102,182","88,806",:,:,:,:,"82,666",:,:,"87,000","60,909","63,893","64,200","57,000","67,167",:,:,:,"74,444","78,722","87,833","82,318","80,643","71,944","68,000","75,333","76,687","88,499","86,214","72,863","67,910","60,509","57,289","57,200","73,564","90,779","87,207","79,746","78,395","68,412","76,079","81,265","86,185","105,492","103,082","95,325","87,923","73,692","73,000","72,750","86,875","97,000","106,600","111,143","100,375","93,150"
E08000012,Liverpool,E01006792,Liverpool 046A,"111,232","107,415","99,908","101,051","101,666","107,008","114,064","127,927","132,419","118,990","132,173","107,755","97,333","101,010","90,660","95,040","120,573","122,213","122,983","133,094","135,633","147,122","150,039","162,037","162,285","158,563","167,155","174,573","172,229","175,609","175,991","181,400","193,433","236,260","236,692","259,996","261,881","249,950","289,654","298,250","287,442","298,988","283,279","271,560","308,448","304,467","308,570","352,297","361,591","358,453","369,532","323,339","278,341","287,229","286,944","317,250","357,103","363,526","358,923","338,237","308,438","296,858","307,248","311,886","317,867","323,200","310,288","328,075","285,825","262,688","273,654","288,500","291,250","345,113","339,792","318,949","351,681","328,129","329,170","343,333","335,417","310,002","341,548","380,264","387,153","415,443","400,855","347,284","343,826","368,663","380,435","410,778","417,100","425,274","545,522","571,785","535,692","473,021","321,395","364,869","418,429","451,778","479,123","527,794","524,570","549,678","582,259","537,353","541,169"
E08000012,Liverpool,E01006793,Liverpool 051A,"69,306","75,341","77,016","76,733","65,667","61,435","62,508","67,903","69,344","71,254","68,911","63,355","64,185","61,676","61,020","60,269","59,929","84,622","101,217","124,479","121,482","126,289","125,769","118,034","117,711","98,578","118,755","123,182","131,363","148,120","137,690","135,097","165,434","164,738","160,440","155,158","142,213","127,992","144,734","160,584","160,680","168,639","165,243","176,698","209,023","211,411","255,332","258,565","260,232","255,885","218,994","227,043","209,079","218,992","264,143",:,:,"163,600","150,643","193,273","196,083","167,333","167,591","144,667","187,071","196,214","192,875","167,875","145,156","203,706","199,143","213,167","224,727","145,781","150,194","190,571","198,456","236,260","277,407","252,831","254,348","242,585","155,930","174,358","192,808","183,360","190,014","190,152","155,700","189,233","216,186","182,293","258,559","224,509","224,858","223,066","149,296","170,104","174,700","194,037","194,058","213,759","223,328","234,737","257,825","234,941","230,538","214,775","181,192"
E08000012,Liverpool,E01006794,Liverpool 046B,"61,942","60,497","55,091","73,882","77,658","79,128","85,081","85,363","81,575","84,541","83,306","79,249","87,171","85,442","86,802","87,947","91,288","94,190","105,513","107,859","113,427","119,307","117,498","128,852","123,656","113,719","125,088","134,105","139,055","167,151","185,499","167,439","168,062","183,584","167,644","145,301","152,398","152,224","153,876","201,413","209,213","221,494","213,112","201,431","196,653","209,405","202,813","220,250","259,802","248,426","265,178","272,519","247,367","259,944","253,917","252,038","243,964","245,111","240,500","235,000","226,455","214,250","219,684","215,588","223,938","234,393","241,963","230,292","235,828","222,514","291,963","275,525","251,019","254,307","196,375","201,761","269,263","280,039","267,344","264,158","216,000","225,291","242,818","283,516","286,843","331,098","362,332","398,805","362,862","338,154","329,253","309,504","341,791","341,933","349,250","325,629","332,651","337,404","312,368","338,104","411,730","373,090","399,039","385,641","327,750","379,519","371,851","403,940","419,393"
E08000012,Liverpool,E01006795,Liverpool 051B,"52,845","58,377","66,534","72,278","74,822","72,756","70,125","63,080","59,017","61,091","60,386","64,360","72,040","69,531","77,329","81,341","81,879","83,451","81,113","79,925","78,144","81,448","83,654","94,777","121,097","119,682","121,881","118,056","92,088","108,698","123,225","144,172","165,646","195,881","195,759","195,447","226,363","194,064","197,850","196,569","192,755","185,567","183,445","185,343","183,958","181,383","191,231","192,703","201,755","217,652","248,879","245,536","232,963","246,538","187,458","178,223","184,740","181,127","223,492","222,723","234,444","236,495","192,723","210,145","194,230","183,985","179,303","170,560","176,928","204,469","201,188","206,409","217,133","182,809","198,133","194,261","178,261","184,176","197,907","197,105","237,762","253,976","240,446","296,427","279,801","287,266","305,124","277,442","287,692","272,923","247,924","260,705","255,239","282,444","295,320","291,279","307,710","285,345","266,915","295,875","274,862","324,969","342,556","312,719","347,850","298,570","295,205","368,144","377,742"
E08000012,Liverpool,E01006796,Liverpool 047E,"125,131","125,894","124,324","126,100","119,802","113,570","115,229","114,881","120,456","130,637","131,149","135,369","135,152","133,293","135,126","138,839","147,359","152,750","157,666","168,871","174,852","173,066","178,394","173,725","154,247","159,468","160,927","163,113","192,266","215,142","236,881","255,944","270,031","298,945","318,061","366,225","357,235","362,216","406,247","374,306","388,793","397,482","365,790","366,273","422,017","389,721","388,476","427,378","385,681","372,221","403,362","364,722","359,286","301,478","292,326","294,341","351,714","458,938","465,525","434,905","428,905","444,804","412,644","541,781","495,600","479,667","470,250","383,344","395,769","408,250","441,083","405,077","394,567","367,973","358,900","395,495","383,376","417,750","413,900","415,026","429,461","433,185","452,894","475,791","520,847","528,943","565,548","546,667","585,531","555,669","532,672","532,888","488,998","525,760","557,500","569,000","543,477","525,628","490,926","489,085","532,811","522,600","547,954","528,612","525,513","525,015","603,824","662,077","697,143"
E08000012,Liverpool,E01006797,Liverpool 051C,"51,356","44,800","47,150","46,925","43,240","48,145","50,220","49,961","51,590","50,666","48,930","48,407","50,058","53,453","55,153","55,476","56,756","56,806","55,900","56,716","54,187","53,253","50,392","54,240","54,756","59,505","61,534","63,615","69,754","74,348","77,688","94,914","108,896","118,138","126,850","122,954","128,313","126,080","124,035","133,406","128,228","135,609","135,381","128,631","125,760","121,042","139,211","147,176","151,316","149,497","144,538","133,677","122,439","122,714","126,667","124,119","128,994","131,082","134,440","141,344","134,810","131,263","129,383","124,673","129,418","130,007","125,767","125,969","121,346","120,038","133,917","129,263","129,455","132,429","124,263","133,306","135,494","131,674","132,769","132,819","134,618","134,107","135,094","139,667","147,285","156,324","158,914","167,323","164,050","163,686","172,863","162,298","170,528","172,406","172,000","180,833","182,824","180,412","183,846","194,267","173,308","181,521","186,873","182,430","203,215","212,222","221,690","225,789","230,368"
E08000012,Liverpool,E01006798,Liverpool 051D,"53,525","53,285","55,198","59,383","58,842","59,307","58,605","53,575","48,363","49,441","51,866","61,355","62,078","66,156","67,437","62,402","66,700","65,337","75,312","83,300","83,334","82,448","96,112","88,387","87,677","100,211","86,542","84,266","89,763","84,313","91,384","139,097","141,606","142,465","147,016","137,599","143,954","151,102","152,616","143,656","158,460","164,112","179,772","223,100","213,200","203,331","194,876","166,606","169,591","160,400","160,656","168,367","167,329","163,712","175,213","176,785","177,766","197,617","188,937","182,687","188,926","171,112","160,266","160,990","166,562","161,297","170,300","175,298","161,813","175,845","182,260","177,138","175,724","174,573","171,764","166,794","160,813","154,871","157,594","185,504","185,413","199,461","201,122","161,594","175,344","162,176","196,726","213,461","219,623","234,236","220,802","209,402","210,120","199,480","185,875","213,117","209,737","218,911","228,548","220,617","260,240","255,900","270,501","270,232","260,230","284,035","283,405","287,366","283,596"
E08000012,Liverpool,E01006799,Liverpool 051E,"52,200","52,655","47,032","48,594","48,593","47,103","46,559","45,233","46,292","47,743","50,840","55,894","54,998","54,902","50,623","50,035","50,302","52,779","56,946","58,234","59,718","64,502","69,512","71,662","74,974","77,565","78,182","78,757","81,427","81,619","85,659","96,765","103,069","105,285","116,605","125,711","128,805","142,321","141,484","154,524","149,395","146,912","148,180","142,717","151,213","164,782","160,957","167,907","161,858","161,128","170,080","164,333","161,407","157,038","147,637","150,737","161,711","155,689","161,231","150,639","144,069","146,639","132,460","141,374","147,432","146,686","145,363","140,944","132,907","125,441","129,723","125,137","133,805","138,505","139,300","132,829","128,681","129,829","161,367","189,684","187,601","181,382","157,442","144,352","151,746","160,127","184,058","193,424","188,789","173,124","160,970","159,929","163,857","174,170","182,569","192,879","185,979","185,482","196,215","176,602","178,320","219,776","215,574","221,484","242,482","237,975","239,552","260,188","238,140"
E08000012,Liverpool,E01006800,Liverpool 046C,"58,534","60,925","62,188","59,126","59,718","57,776","58,612","59,561","59,075","63,608","65,368","71,254","72,315","68,937","68,550","72,421","77,809","77,453","80,559","89,830","78,773","89,298","99,770","91,436","98,807","96,412","90,038","97,282","103,080","103,942","124,066","119,567","136,100","147,741","154,276","166,358","153,034","159,157","144,740","157,506","162,206","152,958","154,405","159,298","182,956","185,708","194,689","197,762","176,482","177,806","160,328","156,093","141,278","141,955","169,595","187,083","188,918","190,573","190,307","184,971","178,437","176,125","162,281","161,653","183,329","192,035","190,357","195,585","169,381","152,985","175,081","188,406","198,838","209,963","206,698","208,171","207,623","220,758","244,053","267,468","265,927","240,498","249,373","258,121","291,107","295,586","269,576","262,645","248,178","236,838","261,089","241,184","218,605","223,083","241,955","240,283","229,266","251,913","246,320","252,379","286,920","294,259","290,998","322,483","313,798","298,211","295,946","313,458","297,857"
E08000012,Liverpool,E01006801,Liverpool 046D,"81,469","78,444","82,529","87,938","86,079","86,325","83,570","76,590","79,747","78,581","85,703","82,542","72,302","68,633","65,547","67,068","68,666","69,008","71,360","70,321","71,890","84,119","81,739","89,088","95,440","100,611","114,956","124,415","128,072","127,468","127,355","131,070","130,742","133,781","139,189","139,039","148,109","156,068","156,996","156,595","151,895","168,030","180,824","184,520","181,919","185,204","174,105","180,834","174,675","165,661","161,927","160,152","162,500","142,611","151,650","145,068","142,396","145,673","163,883","173,568","172,539","172,923","151,928","147,218","141,600","142,960","151,593","148,030","153,969","159,238","159,676","167,783","178,572","184,738","192,441","195,980","185,040","189,879","178,444","175,827","182,144","176,831","182,846","180,638","188,231","247,996","271,563","297,306","309,086","308,217","310,130","314,236","310,351","308,013","302,859","293,016","277,082","265,181","246,842","219,948","232,854","265,435","270,071","277,079","284,338","278,982","292,667","307,788","323,833"
E08000012,Liverpool,E01032505,Liverpool 050F,"76,203","73,923","93,182","94,589","83,929","75,381","61,459","52,734","49,441","51,865","46,729","53,491","60,330","58,595","72,014","69,225","75,062","89,936","82,645","72,254","73,284","65,696","71,536","89,788","77,289","85,147","90,065","81,173","97,345","85,720","68,898","89,990","93,572","92,522","108,311","118,902","114,045","133,261","131,681","128,809","128,350","143,918","143,245","157,266","186,689","173,152","177,015","162,445","129,929","127,773","131,734","122,568","121,286","137,750","146,450","159,727","167,595","184,818","178,032","194,192","188,144","198,541","172,413","128,177","96,100","95,143","122,692","139,100","172,312","158,500",:,"171,200","172,917","237,500","182,955","195,068","191,460","165,470","161,916","159,715","161,605","171,029","169,591","198,858","201,030","206,496","199,331","167,844","185,063","179,204","179,538","186,458","166,143","180,273","206,825","221,422","178,481","232,601","219,208","206,813","211,387","195,656","203,973","204,905","240,217","226,906","216,615","245,333","229,625"
E08000012,Liverpool,E01032506,Liverpool 050G,"28,045","27,251","26,804","29,424","32,434","32,468","32,684","33,636","31,788","31,020","34,358","32,550","34,497","35,373","34,291","37,145","36,177","35,590","36,356","35,073","35,523","35,492","31,566","32,120","32,358","34,501","39,173","42,898","41,681","40,200","44,083","46,274","61,101","66,209","71,119","80,929","83,579","90,767","90,961","93,907","92,594","95,169","103,237","103,273","113,568","116,313","118,451","126,051","123,418","125,151","126,714","125,019","128,147","124,286","128,357","119,571","104,950","100,000","95,950","95,125","103,173","103,857","106,025","103,857","99,382","107,094","105,033","106,122","112,645","104,359","110,630","118,941","119,224","124,719","123,115","117,311","118,990","109,848","120,089","126,630","124,763","127,802","129,582","129,468","129,529","134,472","127,257","128,844","131,338","133,758","136,426","136,757","140,918","139,169","144,039","140,519","144,500","153,630","150,407","157,516","156,408","172,475","175,803","182,459","192,746","185,603","188,047","191,654","186,358"
E08000012,Liverpool,E01032507,Liverpool 050H,"34,665","34,655","34,225","33,228","35,766","34,648","33,723","35,388","34,419","35,099","36,558","35,422","36,683","37,382","36,730","39,016","38,746","37,845","38,117","37,934","38,228","39,919","42,062","42,549","44,074","44,719","48,108","53,390","59,492","61,537","67,961","75,233","83,731","87,947","100,584","108,363","112,796","119,605","115,738","118,808","122,997","122,625","122,657","127,311","130,316","129,853","131,635","134,832","138,820","140,586","140,768","135,621","130,416","133,660","133,769","129,369","113,042","116,410","111,990","114,164","120,750","115,056","122,358","119,525","112,045","113,188","106,600","110,636","119,111","119,903","120,757","126,760","128,563","132,920","134,937","133,934","132,528","131,074","133,889","135,720","141,309","145,626","145,104","151,153","153,344","157,297","155,090","160,697","164,064","163,870","169,630","170,833","168,185","166,148","168,295","169,583","181,840","180,397","183,739","185,868","186,894","198,881","204,067","206,446","213,835","213,183","220,896","233,078","240,100"
E08000012,Liverpool,E01032508,Liverpool 027G,"36,496","32,018","32,775","30,217","31,043","27,354","28,709","32,928","31,467","34,109","34,045","28,180","27,365","27,431","25,195","25,947","46,155","47,013","48,210","45,997","38,663","38,769","37,376","36,753","48,250","43,992","46,821","47,692","38,983","46,817","50,850","54,013","60,376","57,473","59,311","69,121","75,046","86,033","90,790","84,817","81,425","88,933","94,825","93,708","98,820","100,378","96,318","100,791","108,920","109,116","107,248","116,925","110,762","104,463","101,308","69,667","78,091","84,000","95,500","96,000","97,906","92,607","82,393","91,469","92,417","84,929","71,150","63,850","70,091","73,136","85,250",:,"67,900","121,143","114,975","101,480","101,118","72,725","72,357","79,450","83,273","91,529","93,500","98,100","111,571","131,850","128,115","132,438","117,911","96,389","97,368","101,120","102,057","108,389","98,840","95,381","93,850","109,000","128,083","121,983","127,183","117,904","114,896","122,313","145,136","155,958","154,269","160,615","155,107"
E08000012,Liverpool,E01032509,Liverpool 027H,"23,948","23,890","22,169","22,037","22,278","22,598","23,180","23,778","23,351","24,239","23,899","24,495","24,887","24,053","24,273","24,152","23,775","24,662","24,727","25,662","26,227","25,349","25,436","24,346","25,109","25,809","24,654","25,166","24,897","25,452","28,591","30,492","34,421","37,588","46,427","56,418","63,019","68,931","72,611","73,804","76,559","76,555","76,618","75,424","75,655","76,169","77,770","81,585","82,155","83,560","84,376","83,026","82,663","81,680","82,653","78,900","77,750","82,000","76,125","69,600","69,667","69,850","75,400","72,556","68,279","64,090","60,082","61,790","59,598","58,463","55,043","55,394","57,054","57,948","60,850","62,594","61,524","65,508","65,150","59,407","58,373","57,976","57,367","63,457","65,662","66,744","66,564","63,904","66,438","66,673","66,314","67,023","68,617","75,833","82,750","76,997","74,945","74,170","75,720","82,674","81,894","85,359","93,429","95,038","101,110","101,318","99,038","103,000","99,785"
E08000012,Liverpool,E01032510,Liverpool 008F,"31,696","32,916","33,617","30,938","29,927","30,223","27,541","28,684","28,928","29,430","31,589","32,777","32,168","31,768","30,575","29,656","30,990","32,062","32,918","34,273","34,511","32,812","30,970","29,895","29,570","30,740","37,244","36,620","42,509","44,237","43,345","42,934","42,673","47,229","79,797","93,671","108,811","111,002","117,213","116,653","112,161","113,770","111,978","114,525","119,453","118,290","116,531","113,793","105,242","105,962","101,010","107,293","103,879","92,419","92,719","89,147","86,497","96,501","101,011","111,407","117,276","103,712","94,466","90,538","73,056","79,940",:,"77,886","73,525","70,813","70,250","95,545","90,958","87,156","91,968","80,606","87,800","87,025","87,711","115,248","130,062","144,843","146,576","148,041","148,650","146,634","146,330","147,463","147,445","138,686","124,566","109,520","93,716","91,444","93,398","95,983","109,166","112,413","111,026","111,188","107,842","109,882","111,135","113,924","127,631","129,720","136,120","140,277","140,875"
E08000012,Liverpool,E01032511,Liverpool 008G,"38,897","39,584","38,511","37,613","38,098","37,732","37,752","38,162","37,323","35,457","36,282","35,163","33,960","35,311","37,486","37,231","40,182","34,832","33,622","34,851","32,657","38,292","41,150","44,977","45,817","43,959","42,938","44,440","43,319","46,098","49,300","49,287","52,434","52,362","58,457","65,126","70,823","79,894","74,029","74,217","72,931","69,243","78,989","83,743","93,450","94,278","99,593","104,160","107,078","111,529","116,273","102,800","95,792","94,500","87,042","98,214","94,369","93,568","101,074","101,630","103,340","102,874","92,438","87,563","84,750","79,100",:,"79,799","79,799","82,499","95,800","83,000","88,222","92,550","88,000","85,464","73,868","71,405","70,026","78,000","91,364","91,222","94,813","89,675","90,479","98,432","96,813","93,353","95,333","94,737","96,775","96,030","90,742","88,892","87,842","90,659","93,083","98,071",:,"93,167","101,556","105,909","108,214","116,156","121,289","126,989","129,343","132,444","126,190"
E08000012,Liverpool,E01033747,Liverpool 018F,"20,064","20,591","19,687","19,304","19,483","19,399","19,135","19,456","19,874","19,844","19,783","19,787","18,378","18,215","18,971","20,246","23,235","22,538","21,030","19,749","18,381","19,031","20,976","20,756","21,374","18,825","16,436","16,558","15,974","17,626","18,533","20,337","22,594","26,715","31,917","36,473","42,005","44,532","44,881","48,071","48,598","53,303","56,874","56,467","56,325","55,617","56,900","55,999","62,945","61,989","64,510","72,637","62,466","73,624","68,963","59,671","56,328","52,769","53,650","55,891","53,350","51,625","74,350","88,019","103,518","103,479","100,621","100,925","95,646","108,942","110,421","108,833","112,945","108,407","109,557","112,768","113,736","114,875","115,963","116,569",:,:,"102,750","97,150","95,844","116,451","124,290","125,394","128,682","130,746","131,626","134,408","136,113","137,006","140,929","143,016","145,363","149,772","148,416","152,972","156,433","155,132","152,685","137,428","129,000","145,000","155,222","171,667","178,813"
E08000012,Liverpool,E01033748,Liverpool 050I,:,:,:,:,:,:,:,:,:,"21,800","16,300","17,311","50,218","55,296","59,377","63,351","68,524","70,295","73,452","67,643","68,672","68,209","71,704","79,733","84,415","88,889","93,709","92,582","93,402","93,706","104,053","114,138","119,653","126,406","136,046","143,992","153,374","158,705","154,787","144,999","140,389","135,685","154,120","162,668","165,088","165,819","161,636","156,169","147,073","139,025","138,460","125,283","119,769","116,531","113,356","108,089","104,026","106,210","114,150","127,411","128,392","117,500","111,464","108,308","112,375","123,145","119,586","125,908","120,243","120,225","113,511","79,076","79,703","79,971","82,963","106,544","107,022","112,506","112,602","120,573","129,496","121,190","125,740","125,563","121,814","125,848","121,321","124,797","125,605","127,539","130,947","133,062","134,522","134,035","134,437","129,378","135,871","141,941","132,447","134,921","127,447","122,699","127,374","144,036","144,624","149,048","153,008","149,250","149,853"
E08000012,Liverpool,E01033749,Liverpool 042F,:,:,:,"40,150","41,679","41,679","41,679",:,:,:,:,:,"44,284","44,284","47,758","52,850",:,:,:,:,"55,650","55,650","59,486","61,690",:,"63,125","59,250","59,250","73,148",:,:,:,:,:,:,:,:,:,:,:,:,"144,400","148,707",:,"141,990",:,:,"139,548","148,957","147,249","142,875","147,450",:,:,:,:,"177,400","177,400","181,800",:,:,:,:,:,:,:,:,:,"143,667","141,714","137,437","127,600",:,:,:,:,:,"203,250","207,500","162,143","158,083",:,:,:,:,:,:,"229,944",:,:,:,:,:,:,:,:,:,:,:,:,"194,140","198,440","198,440",:,:,:,:,:,:
E08000012,Liverpool,E01033750,Liverpool 061A,:,"49,821","50,250","50,659","49,650","51,250","52,000",:,:,"74,908","84,209","91,733","95,807","103,100","104,742","97,850","98,410","96,841","99,729","104,114","113,740","120,499","127,175","128,018","129,663","133,499","138,197","142,775","141,289","131,365","129,739","131,182","133,532","144,860","161,535","169,646","175,864","181,349","180,847","181,759","184,870","182,361","187,681","192,655","190,130","185,536","188,995","189,665","177,038","185,432","179,087","168,782","170,781","162,245","159,966","155,056","160,775","160,813","154,263","162,460","162,228","171,183","186,192","184,244","172,124","162,393","162,547","148,995","151,716","163,898","157,204","146,738","119,203","111,006","112,260","115,304","124,520","125,972","128,820","81,178","78,176","82,233","82,157","142,440","143,887","145,847","146,855","165,148","173,030","179,110","176,452","172,714","175,491","147,394","147,016","145,715","144,149","150,251","150,559","158,465","171,634","177,128","174,123","180,740","178,433","184,684","193,394","190,384","188,326"
